Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,paths
qcp-15-120-5_ext,559.9111922141119,169018,308,822,5293,0,0,0,2984,5507,753733,0,6901,30,120,0.0582018,1.8394772117962466,4.4296246648793565,4.979550787797519,18.355227882037532,1.3287533512064342,0.5207774798927614,1,6.119780687,satisfy,0
qcp-15-120-6_ext,766.7551867219917,167269,319,964,4903,0,0,0,872,2395,248075,0,2794,30,120,0.0616845,2.720183486238532,7.326834862385321,7.282110091743119,19.38302752293578,0.9747706422018348,0.6215596330275229,0,5.297171365,satisfy,0
qcp-15-120-7_ext,397.9968017057569,104113,333,938,4517,0,0,0,1109,2654,248596,0,2170,30,120,0.0650356,2.3724075743913438,5.289449954914337,7.235559566787003,21.351668169522092,1.2623985572587917,0.6348061316501352,1,5.000472061,satisfy,0
qcp-15-120-8_ext,378.5723039215686,92936,316,816,4954,0,0,0,4589,7291,817381,0,7361,30,120,0.0583202,1.5831335803007192,5.692743517106123,9.64480278927871,34.18064937894966,2.776203966005666,0.9566354325561125,0,15.410570732,satisfy,0
qcp-15-120-9_ext,310.1489841986456,96788,313,443,4070,0,0,0,6751,9617,1187148,0,9754,30,120,0.052579,1.4226040586579767,4.99288994223078,7.282032291512369,27.227077470004446,2.955265886535328,0.9124574137164865,0,10.233347576,satisfy,0
qcp-20-187-0_ext,,,,,,,1,0,,,,,,40,187,0.0606363,,,,,,,,,satisfy,0
qcp-20-187-10_ext,,,,,,,1,0,,,,,,40,187,0.169059,,,,,,,,,satisfy,0
qcp-20-187-11_ext,,,,,,,1,0,,,,,,40,187,0.198124,,,,,,,,,satisfy,0
qcp-20-187-12_ext,,,,,,,1,0,,,,,,40,187,0.151938,,,,,,,,,satisfy,0
qcp-20-187-13_ext,,,,,,,1,0,,,,,,40,187,0.168121,,,,,,,,,satisfy,0
qcp-20-187-14_ext,,,,,,,1,0,,,,,,40,187,0.175285,,,,,,,,,satisfy,0
qcp-20-187-1_ext,,,,,,,1,0,,,,,,40,187,0.19708,,,,,,,,,satisfy,0
