Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,paths
qcp-15-120-14_ext,,,,,,,0,1,102,307,6139,0,116,30,120,0.0549306,3.0396039603960396,2.613861386138614,4.23469387755102,8.455445544554456,0.693069306930693,0.5148514851485149,3,6.057171438,satisfy,0
qcp-15-120-1_ext,2651,2651,0,1,2651,0,0,0,490,843,27921,0,405,30,120,0.0572594,1.6857142857142857,3.13265306122449,8.76734693877551,25.416326530612245,0.9204081632653062,0.5224489795918368,0,5.701963436,satisfy,0
qcp-15-120-2_ext,1769,1769,0,1,1769,0,0,0,94,265,6817,0,86,30,120,0.0560523,2.5319148936170213,2.851063829787234,7.340425531914893,18.71276595744681,0.23404255319148937,0.4787234042553192,0,4.431527296,satisfy,0
qcp-15-120-3_ext,2913,2913,0,1,2913,0,0,0,1421,2372,77851,0,1255,30,120,0.0548241,1.65798733286418,4.280084447572133,6.498240675580577,25.824771287825474,2.0218156228008444,0.8676988036593948,0,4.255229079,satisfy,0
qcp-15-120-4_ext,2935,2935,0,1,2935,0,0,0,1200,1925,74250,0,921,30,120,0.0601552,1.5883333333333334,4.3533333333333335,8.340833333333334,27.945,2.1983333333333333,1.0791666666666666,0,6.272256009,satisfy,0
qcp-15-120-5_ext,3285,3285,0,1,3285,0,0,0,2708,4264,160295,0,2437,30,120,0.0536273,1.5690546528803544,3.8556129985228953,5.152567417805689,19.425775480059084,1.4098966026587887,0.5236336779911374,1,5.7931059099999995,satisfy,0
qcp-15-120-6_ext,2823,2823,0,1,2823,0,0,0,695,1071,36686,0,565,30,120,0.0589541,1.506474820143885,3.3640287769784174,7.919424460431655,24.33093525179856,1.0359712230215827,0.753956834532374,0,4.860777776,satisfy,0
qcp-15-120-7_ext,2796,2796,0,1,2796,0,0,0,851,1332,49385,0,647,30,120,0.0540225,1.5428907168037602,4.081081081081081,8.493537015276146,25.613396004700352,1.5076380728554641,0.6592244418331374,0,4.825979052,satisfy,0
qcp-15-120-8_ext,3194,3194,0,1,3194,0,0,0,4339,6159,264362,0,4011,30,120,0.054925,1.4143811938234616,5.470615349158792,10.00184374279788,35.69993085964508,2.9253284166858724,0.9748790043788892,0,10.353380013,satisfy,0
qcp-15-120-9_ext,3025,3025,0,1,3025,0,0,0,6551,9003,406078,0,5058,30,120,0.0592462,1.3723095710578537,4.944588612425584,7.437490459471836,27.901083803999388,3.03526179209281,0.9238284231415052,0,10.977305912,satisfy,0
qcp-20-187-0_ext,,,,,,,1,0,,,,,,40,187,0.0573081,,,,,,,,,satisfy,0
qcp-20-187-10_ext,,,,,,,1,0,,,,,,40,187,0.217711,,,,,,,,,satisfy,0
qcp-20-187-11_ext,,,,,,,1,0,,,,,,40,187,0.189148,,,,,,,,,satisfy,0
qcp-20-187-12_ext,,,,,,,1,0,,,,,,40,187,0.204537,,,,,,,,,satisfy,0
qcp-20-187-13_ext,,,,,,,1,0,,,,,,40,187,0.184354,,,,,,,,,satisfy,0
qcp-20-187-14_ext,,,,,,,1,0,,,,,,40,187,0.191429,,,,,,,,,satisfy,0
qcp-20-187-1_ext,,,,,,,1,0,,,,,,40,187,0.165338,,,,,,,,,satisfy,0
qcp-20-187-2_ext,,,,,,,1,0,,,,,,40,187,0.182756,,,,,,,,,satisfy,0
qcp-20-187-3_ext,,,,,,,1,0,,,,,,40,187,0.167884,,,,,,,,,satisfy,0
qcp-20-187-4_ext,,,,,,,1,0,,,,,,40,187,0.188839,,,,,,,,,satisfy,0
qcp-20-187-5_ext,,,,,,,1,0,,,,,,40,187,0.166804,,,,,,,,,satisfy,0
qcp-20-187-6_ext,,,,,,,1,0,,,,,,40,187,0.173786,,,,,,,,,satisfy,0
qcp-20-187-7_ext,,,,,,,1,0,,,,,,40,187,0.176777,,,,,,,,,satisfy,0
qcp-20-187-8_ext,,,,,,,1,0,,,,,,40,187,0.198317,,,,,,,,,satisfy,0
qcp-20-187-9_ext,,,,,,,1,0,,,,,,40,187,0.15071,,,,,,,,,satisfy,0
qcp-25-264-0_ext,,,,,,,1,0,,,,,,50,264,0.203698,,,,,,,,,satisfy,0
qcp-25-264-10_ext,,,,,,,1,0,,,,,,50,264,0.157129,,,,,,,,,satisfy,0
qcp-25-264-11_ext,,,,,,,1,0,,,,,,50,264,0.22061,,,,,,,,,satisfy,0
qcp-25-264-12_ext,,,,,,,1,0,,,,,,50,264,0.208064,,,,,,,,,satisfy,0
qcp-25-264-13_ext,,,,,,,1,0,,,,,,50,264,0.184244,,,,,,,,,satisfy,0
qcp-25-264-14_ext,,,,,,,1,0,,,,,,50,264,0.319548,,,,,,,,,satisfy,0
qcp-25-264-1_ext,,,,,,,1,0,,,,,,50,264,0.176486,,,,,,,,,satisfy,0
qcp-25-264-2_ext,,,,,,,1,0,,,,,,50,264,0.201288,,,,,,,,,satisfy,0
qcp-25-264-3_ext,,,,,,,1,0,,,,,,50,264,0.210706,,,,,,,,,satisfy,0
qcp-25-264-4_ext,,,,,,,1,0,,,,,,50,264,0.169107,,,,,,,,,satisfy,0
qcp-25-264-5_ext,,,,,,,1,0,,,,,,50,264,0.0860162,,,,,,,,,satisfy,0
qcp-25-264-6_ext,,,,,,,1,0,,,,,,50,264,0.171096,,,,,,,,,satisfy,0
qcp-25-264-7_ext,,,,,,,1,0,,,,,,50,264,0.166179,,,,,,,,,satisfy,0
qcp-25-264-8_ext,,,,,,,1,0,,,,,,50,264,0.171275,,,,,,,,,satisfy,0
qcp-25-264-9_ext,,,,,,,1,0,,,,,,50,264,0.175905,,,,,,,,,satisfy,0
