Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,method,paths
qcp-10-67-5,0,0,0,1,0,0,0,0,0,20,576,0,0,20,67,0.031313,0,0,0,0,0,0,0,satisfy,0
qcp-10-67-6,347,347,0,1,347,0,0,0,19,55,968,0,0,20,67,0.0325733,1.4736842105263157,2.9473684210526314,4.894736842105263,9.473684210526315,0.3684210526315789,0.47368421052631576,0,satisfy,0
qcp-10-67-7,495,495,0,1,495,0,0,0,51,159,1998,0,1,20,67,0.0376241,2.607843137254902,2.2745098039215685,3.06,5.901960784313726,0.21568627450980393,0.43137254901960786,1,satisfy,0
qcp-10-67-8,43,43,0,1,43,0,0,0,1,23,576,0,0,20,67,0.0377571,1,2,5,7,0,0,0,satisfy,0
qcp-10-67-9,262,262,0,1,262,0,0,0,10,37,748,0,0,20,67,0.0309221,1.8,2,4.1,8,0.1,0.5,0,satisfy,0
qcp-15-120-0,2019,2019,0,1,2019,0,0,0,59,190,4711,0,7,30,120,0.0445399,2.6779661016949152,2.2033898305084745,9.135593220338983,19.440677966101696,0.4406779661016949,0.4745762711864407,0,satisfy,0
qcp-15-120-1,2668,2668,0,1,2668,0,0,0,567,970,31102,0,49,30,120,0.0335522,1.6807760141093475,3.3209876543209877,9.008818342151676,25.867724867724867,0.873015873015873,0.527336860670194,0,satisfy,0
qcp-15-120-10,,,,,,,0,1,4081,6512,252586,0,497,30,120,0.0403763,1.5960784313725491,4.431862745098039,5.122453987730061,20.790931372549018,2.970833333333333,0.6982843137254902,5,satisfy,0
qcp-15-120-11,,,,,,,0,1,44,127,3283,0,2,30,120,0.0329956,2.953488372093023,2.3255813953488373,3.85,7.883720930232558,0.4883720930232558,0.4883720930232558,3,satisfy,0
qcp-15-120-12,,,,,,,0,1,1373,2503,71660,0,101,30,120,0.0306916,1.8243440233236152,3.633381924198251,6.392543859649122,17.825072886297377,1.151603498542274,0.5495626822157434,4,satisfy,0
qcp-15-120-13,,,,,,,0,1,4207,5941,238714,0,488,30,120,0.0312007,1.4125059438896814,4.69923918212078,5.260185847033595,24.495720399429388,2.890870185449358,0.7439372325249644,9,satisfy,0
qcp-15-120-14,,,,,,,0,1,100,309,6196,0,5,30,120,0.0348956,3.121212121212121,2.595959595959596,4.1875,8.383838383838384,0.6868686868686869,0.494949494949495,3,satisfy,0
qcp-15-120-2,2876,2876,0,1,2876,0,0,0,585,1093,31533,0,46,30,120,0.0329773,1.8393162393162392,4.5948717948717945,9.28888888888889,25.305982905982905,0.9452991452991453,0.49743589743589745,0,satisfy,0
qcp-15-120-3,2912,2912,0,1,2912,0,0,0,1502,2441,80932,0,148,30,120,0.0364502,1.6178428761651131,4.320905459387483,6.601198402130493,26.910785619174433,1.7769640479360853,0.9440745672436751,0,satisfy,0
qcp-15-120-4,2957,2957,0,1,2957,0,0,0,1063,1697,64294,0,102,30,120,0.0335568,1.5785512699905926,3.9793038570084667,7.625587958607714,27.08184383819379,2.105362182502352,1.0141110065851364,0,satisfy,0
qcp-15-120-5,3279,3279,0,1,3279,0,0,0,2771,4433,163474,0,272,30,120,0.0325706,1.5932876217971852,3.82028148682786,5.133212996389892,19.7426921688921,1.5142547816672682,0.5658607001082642,1,satisfy,0
qcp-15-120-6,2838,2838,0,1,2838,0,0,0,653,1043,34719,0,55,30,120,0.0333933,1.566615620214395,4.816232771822358,8.29249617151608,26.218989280245022,1.1791730474732005,0.6875957120980092,0,satisfy,0
qcp-15-120-7,2280,2280,0,1,2280,0,0,0,181,356,10529,0,14,30,120,0.0330929,1.839779005524862,4.226519337016574,9.027624309392266,21.23204419889503,0.7624309392265194,0.4143646408839779,0,satisfy,0
qcp-15-120-8,3198,3198,0,1,3198,0,0,0,4278,6154,268893,0,607,30,120,0.0323008,1.4336138382421693,5.369097709209911,10.203833567087424,36.66129032258065,3.033426834969612,0.9492753623188406,0,satisfy,0
qcp-15-120-9,3114,3114,0,1,3114,0,0,0,5950,8322,374552,0,943,30,120,0.0336504,1.3969747899159664,4.949915966386555,7.56,29.545378151260504,3.4332773109243697,0.8749579831932773,0,satisfy,0
qcp-20-187-0,6210,6210,0,1,6210,0,0,0,13905,20331,1203713,0,3389,40,187,0.0490498,1.4599065084501979,6.791370010787486,14.98870909744696,52.60208558072636,4.109744696152463,1.4138798993167925,0,satisfy,0
qcp-20-187-1,5945,5945,0,1,5945,0,0,0,14777,24427,1063637,0,2838,40,187,0.0385128,1.6514854165256818,9.073154226162279,12.161331799418015,44.865128239832174,4.770048047641605,1.1648507816200853,0,satisfy,0
qcp-20-187-10,,,,,,,0,1,85217,108897,8946395,0,39778,40,187,0.0360086,1.27789382275629,7.190410251595944,6.862549730662254,45.35322005257229,12.627898516710477,1.8998192827638003,7,satisfy,0
qcp-20-187-11,,,,,,,0,1,88260,122074,8588938,0,26651,40,187,0.0331536,1.3831337314041627,8.30412762437825,12.228426395939087,53.98849975639878,7.520026286271088,1.9681052357266682,3,satisfy,0
qcp-20-187-12,,,,,,,0,1,97604,133591,8788455,0,34870,40,187,0.0367864,1.368718174646271,7.9277378769095215,8.94495450446758,48.18665409874696,10.437312377693308,1.8437035746852044,11,satisfy,0
qcp-20-187-13,,,,,,,0,1,83011,108819,8284687,0,26729,40,187,0.0412496,1.3109143476689555,7.672280448138778,8.894720354707342,42.71539573545356,8.707288278520661,1.3932538248403807,12,satisfy,0
qcp-20-187-14,,,,,,,0,1,14070,23716,1055143,0,2647,40,187,0.0339156,1.6856919468334637,5.910867865519937,7.82679180887372,34.810505366408414,4.854147416305352,1.1275854716042362,5,satisfy,0
qcp-20-187-2,6112,6112,0,1,6112,0,0,0,42135,58089,4024679,0,11185,40,187,0.0349367,1.3783078201020529,7.263652545389818,9.165638201927184,43.73359439895574,8.447608876231161,1.3676041295834818,1,satisfy,0
qcp-20-187-3,5977,5977,0,1,5977,0,0,0,9231,14278,737774,0,1841,40,187,0.0335651,1.5443613909652258,6.714440472321526,11.261943451413714,43.94420972809013,3.775538944859712,0.9536344924710216,0,satisfy,0
qcp-20-187-4,6506,6506,0,1,6506,0,0,0,143996,186070,15439703,0,59997,40,187,0.0352196,1.2921053362593404,7.385219033862052,8.435792909476023,46.229291091419206,11.537077418817189,2.308258562737854,1,satisfy,0
qcp-20-187-5,6439,6439,0,1,6439,0,0,0,4163,8576,295000,0,591,40,187,0.0436661,2.0526062935383136,5.179918328128753,9.703988467083134,31.811914484746577,2.263992313235647,0.8133557530626951,1,satisfy,0
qcp-20-187-6,5697,5697,0,1,5697,0,0,0,52924,68807,4917506,0,15103,40,187,0.0338855,1.2997505857455975,8.170829869246466,14.848386365354093,63.233126747789285,5.604829566926158,1.7652293855339733,0,satisfy,0
qcp-20-187-7,6188,6188,0,1,6188,0,0,0,76286,102139,7253432,0,22137,40,187,0.0429583,1.3386728888655848,8.538093490286553,13.755807246604792,56.61134415226909,7.734643315942637,1.7633117478960754,2,satisfy,0
qcp-20-187-8,6416,6416,0,1,6416,0,0,0,16730,24156,1447565,0,3973,40,187,0.0317653,1.4426180514046623,7.2719665271966525,12.080872683801553,57.31344889420203,4.826479378362223,1.3387925881649732,0,satisfy,0
qcp-20-187-9,6213,6213,0,1,6213,0,0,0,28005,38683,2415205,0,7108,40,187,0.0350673,1.3805391894304588,7.0849134083199425,10.118800214247456,51.45966791644349,6.295590073201214,2.0871272986966614,0,satisfy,0
qcp-25-264-0,,,,,,,0,0,208438,270184,25484225,0,99856,50,264,0.0359512,1.2961360212629176,10.415835884051852,17.40881701033401,91.120040491657,11.078311056525202,3.431874226388662,0,satisfy,0
qcp-25-264-1,,,,,,,0,0,212892,271587,26643278,0,99901,50,264,0.0361105,1.275604531875317,10.545065103432727,18.989323224921556,86.42657779531406,11.811505364222235,2.957062736035173,0,satisfy,0
qcp-25-264-10,,,,,,,0,0,226052,332382,25855788,0,99905,50,264,0.0389388,1.470307716808522,9.992793693486455,13.983141047192682,63.818537327694514,15.425388848583511,2.9135862544901174,0,satisfy,0
qcp-25-264-11,,,,,,,0,1,490,2809,49252,0,56,50,264,0.038564,5.74437627811861,2.609406952965235,4.766528925619835,8.79959100204499,0.6339468302658486,0.4294478527607362,5,satisfy,0
qcp-25-264-12,,,,,,,0,1,1632,6146,114497,0,170,50,264,0.0401625,3.7682403433476397,3.781115879828326,4.643649815043156,11.82158185162477,0.9711833231146536,0.5248313917841815,9,satisfy,0
qcp-25-264-13,,,,,,,0,1,77266,129252,7649120,0,23553,50,264,0.037184,1.6728402251989904,11.899514657348087,16.32131253640541,57.192402769688734,10.36029249983822,2.6209409176211738,10,satisfy,0
qcp-25-264-14,,,,,,,0,0,211459,295215,25082306,0,99901,50,264,0.0376462,1.3960342193995054,9.355501539305491,11.497183824607367,65.02639755224418,11.699785774074407,2.977187066996439,2,satisfy,0
qcp-25-264-2,10713,10713,0,1,10713,0,0,0,88412,134922,9011018,0,32472,50,264,0.0361439,1.5257544224765869,10.291849522689228,12.749889717110248,62.487105822739,11.27800524815636,2.148871193955572,3,satisfy,0
qcp-25-264-3,,,,,,,0,0,222941,300208,29591775,0,99904,50,264,0.0355269,1.3464997465697202,10.477193517567429,15.62623408196861,71.15589774873173,11.962568571954014,2.78810537317048,2,satisfy,0
qcp-25-264-4,,,,,,,0,0,218699,302051,26873017,0,99890,50,264,0.0464025,1.3810168313526812,11.79375763035039,15.594959281935445,80.82676189648787,11.818156461620767,2.69760264107289,0,satisfy,0
qcp-25-264-5,,,,,,,0,0,214404,290709,24892537,0,99902,50,264,0.0373359,1.3557769444599914,10.204058692934833,16.177529337139234,74.81031603887988,13.670617152665063,2.809033413555717,0,satisfy,0
qcp-25-264-6,,,,,,,0,0,221798,296282,26862449,0,99899,50,264,0.0459697,1.3356883290200994,11.0212986591403,19.89239758699357,88.5645722684605,10.632404259731828,3.3054536109432906,0,satisfy,0
qcp-25-264-7,8657,8657,0,1,8657,0,0,0,19540,30240,1852438,0,7353,50,264,0.0472379,1.5457523029682703,9.764585465711361,20.800818833162744,88.30696008188332,5.913306038894575,2.1295803480040942,0,satisfy,0
qcp-25-264-8,,,,,,,0,0,213462,306866,26298601,0,99896,50,264,0.0457414,1.4374314866346234,12.191387694296877,17.345953846586276,86.02482409047043,11.02488499123966,2.429781413085233,0,satisfy,0
qcp-25-264-9,,,,,,,0,0,210046,283243,26106874,0,99893,50,264,0.0457574,1.3483998743132457,10.512506784228217,15.186002113822687,75.58082515258562,14.86974757910172,2.6985231806366223,0,satisfy,0
